trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
No Urgent Place,Friend(s),Sunny,79.88438124234483,2PM,2h,Male,50plus,Married partner,1.016323269977204,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1,-0.04627155667602594,2,0.14105350053900706,1.0401704679570645,0.1913681747894449,3691
Work,Alone,Sunny,80.15718592723502,6PM,1d,Female,31,Single,-0.021689059948747473,Bachelors degree,Community & Social Services,$50000 - $62499,,1,0.23289734669954254,3,0.3139942225921972,0.4078564242960719,0.6435695195547894,3692
No Urgent Place,Kid(s),Sunny,80.93079865620183,10AM,1d,Female,36,Single,0.9970242665017142,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,,0,-0.9014758842089361,3,0.21331309053597253,1.0756663039191952,0.5395821038025862,3693
Home,Alone,Rainy,53.96863078053284,10PM,1d,Female,26,Single,-0.011600647386052591,Bachelors degree,Business & Financial,$87500 - $99999,do not drive,0,-1.4847823399640814,1,0.16245123283627358,1.5174304697894974,0.8975702489677628,3694
No Urgent Place,Alone,Sunny,29.359606547911437,10AM,1d,Male,26,Widowed,0.052529732594487316,Bachelors degree,Sales & Related,$75000 - $87499,,1,0.484876254916608,2,0.2885733612922999,1.8085178838489824,0.8408157043757468,3695
Work,Alone,Rainy,56.406334633284025,7AM,1d,Male,21,Single,0.040066222023524396,Bachelors degree,Unemployed,$100000 or More,,1,0.6682009094714869,0,0.1950805953792134,0.8042558062155408,0.9290436063580612,3696
No Urgent Place,Alone,Sunny,79.69468086899741,10AM,2h,Male,41,Married partner,1.0251444170954938,Bachelors degree,Business & Financial,$100000 or More,,1,0.09609875166274176,3,0.1965022767321142,0.8165818131708016,0.8735270295346426,3697
No Urgent Place,Alone,Sunny,80.8123518764358,10AM,1d,Female,41,Single,-0.014952264405895394,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,,1,-0.6170903025626059,0,0.4496602426458655,0.5003673728809235,0.15190909328801283,3698
No Urgent Place,Friend(s),Sunny,80.47352854923169,10AM,2h,Male,50plus,Married partner,0.9920221381794676,High School Graduate,Unemployed,$37500 - $49999,,1,0.863310949076533,3,0.17856480845289643,2.1038732440664614,0.5472293492313675,3699
No Urgent Place,Friend(s),Sunny,81.00402857797462,10AM,2h,Female,36,Married partner,1.0044780435738232,Bachelors degree,Education&Training&Library,$87500 - $99999,,1,1.7660623799117687,2,0.23719598801962188,1.3699116134640388,0.7380523270261278,3700
Work,Alone,Snowy,29.616368153817135,7AM,1d,Female,26,Single,0.9602435622343848,Some college - no degree,Sales & Related,$87500 - $99999,,0,-0.44627589592368533,1,0.17065400113109197,0.6635660725411873,0.4111774763506977,3701
No Urgent Place,Friend(s),Sunny,79.18593040242244,6PM,2h,Male,21,Single,0.003943336022711777,Some college - no degree,Student,$50000 - $62499,,0,0.7896277089232225,1,0.28474868699246464,1.1888222840909526,0.2787113206657398,3702
Work,Alone,Sunny,79.61705197930637,7AM,2h,Male,31,Married partner,1.021733847556826,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,,0,-0.16670221925495873,1,0.08261330533372849,1.1896947181164637,0.8976447097834563,3703
Work,Alone,Sunny,81.0500430999389,7AM,1d,Female,26,Unmarried partner,-0.0024319057668271346,Some college - no degree,Student,$50000 - $62499,,1,1.5775363992278046,0,0.7656894387671976,0.5805156188601932,0.2070316937398522,3704
Home,Alone,Sunny,56.10089131708573,2PM,1d,Female,46,Single,-0.003382715879364316,Some college - no degree,Construction & Extraction,$25000 - $37499,,1,1.0934854096688014,2,0.5930565017546123,0.8871909369826174,0.6169336919594912,3705
Work,Alone,Sunny,53.04173917081554,7AM,1d,Female,26,Widowed,1.0299473649172122,Some college - no degree,Management,$25000 - $37499,,1,0.5820202407737496,0,0.29862274527296667,0.6027817749330685,0.012404909948262488,3706
Home,Partner,Sunny,28.340369131408053,10PM,2h,Female,46,Married partner,0.9969047535280403,Bachelors degree,Business & Financial,$100000 or More,,0,1.2143854783188517,2,0.30532023070233777,0.2789928101200055,0.8234053086693489,3707
No Urgent Place,Friend(s),Sunny,55.06884481315428,10PM,2h,Female,50plus,Single,1.0419903331006752,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,,0,0.15278053879309628,2,0.3885281696472517,0.44279619305750306,0.2954606168075632,3708
Home,Alone,Rainy,54.890799260458024,10PM,1d,Male,36,Single,1.0235173551296248,Some college - no degree,Retired,$12500 - $24999,,0,2.7154212928873123,2,0.18012878547600686,1.8712690792416042,0.6232743479226309,3709
Home,Alone,Snowy,79.1966156528659,10PM,1d,Male,below21,Single,0.051055389698132204,Some college - no degree,Student,Less than $12500,,1,-0.9487768817679518,3,0.20488918951311122,0.2161614248021045,0.7902995038887285,3710
Home,Alone,Sunny,31.5768210371697,6PM,1d,Male,41,Married partner,1.008399152315496,Graduate degree (Masters or Doctorate),Personal Care & Service,$75000 - $87499,,0,-1.9467896068394288,2,0.21956612581079168,0.3876126116473148,0.9308683754189722,3711
Work,Friend(s),Sunny,29.761605611603123,10AM,2h,Female,41,Divorced,-0.02110928386478313,Some college - no degree,Installation Maintenance & Repair,$87500 - $99999,,0,0.16241910677546315,3,0.03884569791958413,2.834652457236164,0.5429252469256535,3712
No Urgent Place,Kid(s),Sunny,79.91476701283878,6PM,2h,Female,50plus,Married partner,0.9449155379812508,Associates degree,Legal,$100000 or More,,1,-1.459618239180733,0,0.29809975564342833,1.8643880313048231,0.8169979136312948,3713
Home,Alone,Sunny,77.89451635899417,10PM,1d,Female,36,Married partner,0.9762340013629212,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,,1,0.9285025308386199,0,0.14126571564144677,0.9660096254836891,0.9867793599608476,3714
Home,Alone,Rainy,54.99104003363149,10PM,1d,Female,below21,Single,-0.01251439686685067,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,Car that is too old to install Onstar :D,0,-0.47477138307860217,1,0.03199682975117383,1.0525644594283161,0.21509161164435442,3715
No Urgent Place,Alone,Rainy,55.72207970100586,10AM,2h,Female,26,Married partner,0.021455129003563667,Some college - no degree,Protective Service,$75000 - $87499,,0,1.5170496960229596,3,0.1978070014679682,0.14943326152299802,0.1887275230621509,3716
No Urgent Place,Friend(s),Sunny,81.06235785976169,10AM,2h,Female,41,Married partner,1.0110007124695235,Bachelors degree,Business & Financial,$100000 or More,,0,-0.2795738275991439,1,0.29044560441053474,0.3549842765545338,0.31716727984078297,3717
Home,Alone,Rainy,53.36957310843913,10PM,1d,Female,31,Divorced,-0.017470330062734317,Bachelors degree,Unemployed,$100000 or More,,0,0.3892298765750346,3,0.07049405446967859,0.8763494359211388,0.8039601504769937,3718
No Urgent Place,Alone,Sunny,54.881361285441685,2PM,1d,Female,41,Single,-0.02676636799374254,Bachelors degree,Office & Administrative Support,$37500 - $49999,,1,-1.192299003907056,1,0.10799095744710274,0.5030002576686683,0.03173985818357494,3719
Home,Alone,Rainy,56.33170528608992,10PM,1d,Male,21,Single,0.030799062386990792,Associates degree,Computer & Mathematical,$37500 - $49999,Car that is too old to install Onstar :D,1,-2.5696071413234596,1,0.13032484902080516,1.4912637675611642,0.44972091688857463,3720
No Urgent Place,Kid(s),Sunny,77.86020181123449,2PM,1d,Female,41,Unmarried partner,1.00591366788367,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,crossover,0,0.2049817092237143,2,0.04303385489366509,0.9402603262601494,0.48277489769784276,3721
Work,Alone,Sunny,81.47980874919143,7AM,1d,Female,36,Married partner,1.0312158344270241,Some college - no degree,Computer & Mathematical,$25000 - $37499,Car that is too old to install Onstar :D,1,-1.4297310094394298,1,0.22083721063912767,1.4873430354344674,0.3714791456816652,3722
Home,Partner,Sunny,56.96016573507509,10PM,1d,Male,31,Married partner,-0.003734582875186935,Bachelors degree,Architecture & Engineering,$75000 - $87499,,1,1.007576450218297,3,0.3893909075722659,1.2517818542956056,0.022528661623417268,3723
Home,Alone,Sunny,54.07313812372398,2PM,1d,Female,36,Unmarried partner,0.9265671196930985,Associates degree,Education&Training&Library,$50000 - $62499,Mazda5,1,-0.04438426312537717,1,0.02554612429192937,1.438568742806589,0.9226802273232185,3724
No Urgent Place,Friend(s),Sunny,81.7865990431938,2PM,1d,Male,26,Unmarried partner,0.039792377782530794,Bachelors degree,Student,$50000 - $62499,,1,-0.3123496595277434,1,0.23171097152850834,2.6711482544461944,0.27785730496941996,3725
Work,Alone,Sunny,79.7229683062419,7AM,2h,Female,31,Married partner,0.9674678222641383,Some High School,Unemployed,$62500 - $74999,do not drive,1,1.9365415674828588,3,0.5058678159644561,0.9139036448452594,0.4194843566899257,3726
Work,Alone,Sunny,79.79362242156127,7AM,1d,Female,26,Single,1.0504317614868914,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,1,1.2839742524262914,3,0.08567924547034111,0.6280781205780455,0.7132393918451452,3727
Work,Alone,Sunny,53.01171020796519,7AM,1d,Male,26,Single,-0.013572108845791846,Some High School,Sales & Related,$50000 - $62499,,0,0.41472072962411355,3,0.43209178655321634,0.9113210782112726,0.5905462084248916,3728
Home,Alone,Sunny,82.24295837653939,10PM,1d,Male,21,Unmarried partner,-0.018196504726869334,Bachelors degree,Education&Training&Library,$12500 - $24999,,1,-1.696394636313178,3,0.023852470880408348,0.4883499681610277,0.4872708357647605,3729
No Urgent Place,Friend(s),Snowy,29.75268905429466,10PM,1d,Female,26,Married partner,0.007784263789650296,Associates degree,Unemployed,$37500 - $49999,,1,0.13794276125497817,2,0.1474519500085133,0.9511342552118881,0.6982012463066206,3730
No Urgent Place,Friend(s),Snowy,29.717093445660502,10PM,1d,Male,26,Single,-0.0025930186544391065,Bachelors degree,Unemployed,$62500 - $74999,,1,-1.156396230322561,2,0.2991031354976844,1.9219401558882714,0.0038371458979880035,3731
No Urgent Place,Alone,Rainy,55.01686706014855,10AM,1d,Female,26,Single,-0.035368742307905286,High School Graduate,Unemployed,Less than $12500,,1,0.524262951204183,0,0.3461819251927854,1.8427978525437436,0.1141533962831569,3732
No Urgent Place,Partner,Sunny,31.36556038728848,10AM,1d,Female,31,Divorced,0.05358041129182906,Some college - no degree,Transportation & Material Moving,$100000 or More,,1,-0.20311352217478212,2,0.12685964927449508,1.3952568625879604,0.07734826243190362,3733
No Urgent Place,Friend(s),Sunny,78.70490295956957,6PM,2h,Female,21,Divorced,0.00843616210785271,Some college - no degree,Unemployed,$12500 - $24999,,1,0.2731944610843204,1,0.06305447631143797,0.4707085590874649,0.8490694386060796,3734
Home,Alone,Snowy,81.21908315397476,6PM,2h,Male,below21,Single,0.01531208261344392,Some college - no degree,Student,$12500 - $24999,,1,-1.5288461161413178,0,0.49086122059633785,3.730525513725882,0.3353487892691739,3735
Work,Partner,Sunny,53.551753384679756,7AM,1d,Female,46,Unmarried partner,-0.030849077562137457,Associates degree,Community & Social Services,$50000 - $62499,,1,0.06761392766073474,2,0.14984742280394683,1.4798439916476904,0.47325206308199486,3736
No Urgent Place,Friend(s),Sunny,81.08321042103404,10AM,2h,Male,50plus,Married partner,0.9914843872087222,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1,1.683794610631861,3,0.3754179549481174,0.32744787453899643,0.381888903930081,3737
Work,Alone,Sunny,79.04047567234124,7AM,2h,Male,21,Single,0.005043542294644684,Bachelors degree,Computer & Mathematical,$12500 - $24999,,1,-0.3067874429222857,0,0.15654898772980927,0.21420496604586903,0.34091137239789093,3738
No Urgent Place,Friend(s),Snowy,29.938905456942436,10AM,1d,Male,31,Married partner,-0.010580654760524933,Bachelors degree,Education&Training&Library,$37500 - $49999,,1,0.10999265990971036,2,0.09441197313671904,0.4526809856414421,0.05467360590387538,3739
No Urgent Place,Friend(s),Sunny,82.29632502776586,2PM,1d,Female,21,Single,-0.016795794823687503,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$12500 - $24999,,1,-0.17714246103219003,0,0.2875825842635465,0.3746737390605242,0.36026207965409607,3740
No Urgent Place,Friend(s),Sunny,55.63098125465525,10PM,2h,Female,36,Married partner,-0.022520840595258957,Bachelors degree,Unemployed,$25000 - $37499,,1,-0.4964877999380091,0,0.22409176709323153,2.1578476737283987,0.019003149630722804,3741
No Urgent Place,Alone,Sunny,78.391395294331,10AM,1d,Female,50plus,Married partner,0.9568177249900697,Bachelors degree,Education&Training&Library,$87500 - $99999,,1,-0.16021316213889142,0,0.48026566990965985,1.5830544777543432,0.5322872418675816,3742
Home,Alone,Sunny,79.94748553539661,6PM,2h,Female,36,Married partner,0.999245010840478,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,,0,0.7596194887058699,1,0.12425434386428122,0.20881090614013767,0.393990267038564,3743
Home,Friend(s),Sunny,78.8562288041145,2PM,2h,Female,41,Single,0.9951697590306462,Some college - no degree,Office & Administrative Support,$25000 - $37499,,1,-0.5931102539405139,0,0.2530519275982023,1.15107987596509,0.7844548704364555,3744
No Urgent Place,Alone,Sunny,55.6692402200273,6PM,1d,Male,31,Single,0.0485475311223633,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,,0,-0.11526334558359175,0,0.23205347810290206,0.7516613180701064,0.08297424663917219,3745
Home,Alone,Sunny,80.02040207559148,6PM,2h,Male,26,Single,0.01554031453640061,Bachelors degree,Sales & Related,$75000 - $87499,,0,0.06194651792786822,2,0.10229722332664262,0.45273217915937897,0.6885789437907882,3746
Home,Alone,Sunny,80.07434935868285,6PM,2h,Female,50plus,Married partner,0.957485545965679,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,0,0.25253134406768984,1,0.2823116519348147,0.49446476449731486,0.9561474071866867,3747
Work,Alone,Rainy,54.92648902290835,2PM,1d,Male,26,Single,-0.005763589830764908,Bachelors degree,Unemployed,$12500 - $24999,,1,2.0370174906181533,0,0.091025211624155,0.4647055501652747,0.48547467302237923,3748
No Urgent Place,Friend(s),Snowy,30.160284282652132,10PM,1d,Male,36,Married partner,0.9880231100882523,Bachelors degree,Computer & Mathematical,$50000 - $62499,,1,-0.883778600719665,0,0.5035895989802475,0.4056202393848407,0.7655702913959425,3749
Work,Alone,Sunny,54.9546681568873,7AM,1d,Female,26,Single,-0.016213014517755003,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1,-0.2698417961637552,2,0.2924721541517508,1.4489104834514175,0.6298222814933465,3750
Work,Alone,Sunny,80.7645844074646,7AM,1d,Female,41,Married partner,0.9704139770679594,Bachelors degree,Education&Training&Library,$100000 or More,,1,-1.2855540946496422,2,0.35297247357779654,0.5555432842086826,0.0875843483448403,3751
Home,Alone,Sunny,80.49519803309155,10PM,2h,Male,46,Unmarried partner,0.9948272414239797,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,,0,-0.12329114019003122,1,0.26403837902766775,0.6130414447075809,0.15695614904622912,3752
No Urgent Place,Kid(s),Rainy,80.61161230355799,10AM,1d,Male,31,Married partner,1.0153973872476127,Some college - no degree,Computer & Mathematical,$37500 - $49999,Mazda5,0,-0.25150467589808106,3,0.14794077751979995,1.029559713329431,0.25100448909022544,3753
No Urgent Place,Partner,Sunny,54.85156382941898,2PM,2h,Female,26,Married partner,-0.01836872780432569,Associates degree,Unemployed,$37500 - $49999,,0,0.18240242595249812,1,0.21763862281870364,2.7776898959317906,0.44492421901031964,3754
No Urgent Place,Partner,Snowy,28.528938268917926,10AM,1d,Female,21,Married partner,0.02140096405200893,Some college - no degree,Healthcare Support,$12500 - $24999,,1,-0.8863100183018292,0,0.20396389824255504,0.6979088560488773,0.45758327801113474,3755
Work,Alone,Sunny,54.04425319776879,7AM,1d,Female,36,Married partner,1.0023175727982379,Some college - no degree,Construction & Extraction,$12500 - $24999,,1,-1.232986991519897,0,0.21168118034972447,0.5212148061614207,0.4174071473384583,3756
Work,Alone,Sunny,53.03532586016081,7AM,1d,Male,50plus,Unmarried partner,1.0028909121085163,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1,1.103023298589177,2,0.3142810874156452,1.530709175991949,0.6386987265344477,3757
Work,Alone,Rainy,57.00110152499686,7AM,1d,Female,50plus,Unmarried partner,-0.041729978457765736,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,Scooter and motorcycle,0,-2.1544154311133057,3,0.4379490964069489,1.8902181031035314,0.1139305317353767,3758
Home,Alone,Sunny,81.37167695273978,6PM,2h,Female,41,Single,-0.02329075924258015,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,0,-0.8377594771766057,3,0.16898821908502792,2.9009076105919855,0.18547488347723107,3759
No Urgent Place,Friend(s),Sunny,80.01534991722647,10AM,2h,Female,41,Married partner,1.0339645617743984,Associates degree,Unemployed,$37500 - $49999,,1,1.2175219417472574,1,0.2544328100772642,0.5658256265579835,0.025932230963835012,3760
No Urgent Place,Alone,Rainy,54.02029278883478,2PM,1d,Male,36,Married partner,1.030267322644797,Associates degree,Computer & Mathematical,$100000 or More,,0,1.3776577237582082,2,0.31924379544192244,1.731745776103778,0.10514687452202298,3761
No Urgent Place,Friend(s),Sunny,80.8729162291818,10AM,2h,Male,26,Divorced,0.031407018170642356,Bachelors degree,Unemployed,$37500 - $49999,,1,-1.6572943583215913,3,0.13103757453750017,0.5588125932926578,0.2564112339382283,3762
